,primary_fuel,state,county,postcode
4958,Oil,Minnesota,Meeker County,55355.0
4959,Solar,Florida,Hillsborough County,33547.0
4960,Solar,Rhode Island,Providence County,2907.0
4961,Hydro,Wisconsin,Outagamie County,54130.0
4962,Hydro,Utah,Salt Lake County,84093.0
4963,Wind,Oklahoma,Washita County,
4964,Hydro,Minnesota,Morrison County,56345.0
4965,Hydro,Washington,Lincoln County,
4966,Hydro,New York,Herkimer County,13365.0
4967,Hydro,Washington,Columbia County,
4968,Gas,Louisiana,St. Charles Parish,70079.0
4969,Hydro,Idaho,Twin Falls County,
4970,Wind,Texas,Hutchinson County,
4971,Wind,Texas,Hutchinson County,
4972,Hydro,Wisconsin,Marinette County,49876.0
4973,Solar,North Carolina,Randolph County,27205.0
4974,Solar,California,Los Angeles County,93591.0
4975,Hydro,Idaho,Blaine County,
4976,Solar,North Carolina,Pitt County,28513.0
4977,Gas,California,Kern County,
4978,Solar,Georgia,Candler County,30439.0
4979,Wind,Texas,Schleicher County,76936.0
4980,Waste,Illinois,Livingston County,61764.0
4981,Gas,Michigan,Otsego County,49730.0
4982,Solar,New Jersey,Middlesex County,8933.0
4983,Solar,New Jersey,Middlesex County,8904.0
4984,Wind,Texas,Carson County,
4985,Hydro,Georgia,Jasper County,30055.0
4986,Hydro,New Hampshire,Belknap County,3252.0
4987,Wind,Texas,Wilbarger County,76384.0
4988,Hydro,South Carolina,Union County,
4989,Storage,New York,Onondaga County,13088.0
4990,Solar,Florida,Orange County,32828.0
4991,Solar,Florida,Pinellas County,34677.0
4992,Gas,California,Santa Clara County,94035.0
4993,Gas,New York,Niagara County,14094.0
4994,Hydro,Illinois,Will County,60434.0
4995,Hydro,North Carolina,Chatham County,27559.0
4996,Hydro,Maine,Kennebec County,4901.0
4997,Wind,Pennsylvania,Schuylkill County,17932.0
4998,Wind,Pennsylvania,Schuylkill County,17948.0
4999,Gas,California,San Joaquin County,95258.0
5000,Gas,California,San Joaquin County,95209.0
5001,Wind,Missouri,Atchison County,64482.0
5002,Solar,Colorado,Logan County,80751.0
5003,Gas,Utah,Cache County,84321.0
5004,Coal,New Jersey,Gloucester County,8067.0
5005,Hydro,Alabama,St. Clair County,
5006,Wind,Colorado,Logan County,
5007,Wind,Texas,Comanche County,
5008,Solar,Florida,Saint Lucie County,34987.0
5009,Solar,Puerto Rico,,729.0
5010,Gas,California,San Bernardino County,92357.0
5011,Coal,Nebraska,Dodge County,68025.0
5012,Hydro,West Virginia,Kanawha County,25126.0
5013,Gas,Texas,Morris County,75668.0
5014,Solar,California,San Bernardino County,92356.0
5015,Solar,California,San Bernardino County,
5016,Gas,North Dakota,McKenzie County,
5017,Storage,California,Los Angeles County,90802.0
5018,Gas,California,Los Angeles County,90831.0
5019,Oil,North Carolina,Gaston County,28034.0
5020,Solar,North Carolina,Northampton County,27890.0
5021,Solar,North Carolina,Wayne County,28578.0
5022,Solar,New York,Suffolk County,11961.0
5023,Hydro,Washington,Lincoln County,99013.0
5024,Solar,California,San Bernardino County,
5025,Hydro,New York,Jefferson County,13619.0
5026,Wind,Texas,Floyd County,
5027,Biomass,Washington,Cowlitz County,98626.0
5028,Coal,West Virginia,Monongalia County,15327.0
5029,Solar,Maryland,Wicomico County,21830.0
5030,Solar,Pennsylvania,Chester County,19348.0
5031,Hydro,Oregon,Lane County,97452.0
5032,Hydro,North Carolina,Iredell County,28625.0
5033,Wind,Pennsylvania,Somerset County,
5034,Hydro,California,El Dorado County,
5035,Waste,Ohio,Lorain County,44074.0
5036,Wind,Texas,Mitchell County,79532.0
5037,Gas,New Mexico,Hidalgo County,88045.0
5038,Wind,Texas,Crosby County,
5039,Gas,Michigan,Muskegon County,49442.0
5040,Solar,New Mexico,Los Alamos County,87544.0
5041,Solar,California,Los Angeles County,90744.0
5042,Gas,California,Los Angeles County,90744.0
5043,Gas,California,Santa Clara County,95134.0
5044,Solar,New Mexico,Valencia County,87031.0
5045,Gas,California,Contra Costa County,94565.0
5046,Wind,Texas,Starr County,
5047,Wind,Texas,Willacy County,
5048,Wind,Texas,Willacy County,
5049,Wind,Texas,Starr County,78582.0
5050,Wind,Texas,Starr County,78582.0
5051,Hydro,Oregon,Jackson County,
5052,Hydro,California,Shasta County,
5053,Wind,Missouri,DeKalb County,
5054,Gas,California,Kern County,
5055,Solar,California,Kern County,
5056,Wind,Iowa,Dickinson County,51351.0
5057,Oil,New Hampshire,Coos County,3582.0
5058,Gas,Texas,Bastrop County,78602.0
5059,Hydro,Michigan,Iosco County,48737.0
5060,Coal,Iowa,Louisa County,52749.0
5061,Gas,Virginia,Louisa County,22942.0
5062,Gas,Louisiana,East Baton Rouge Parish,70805.0
5063,Gas,Louisiana,East Baton Rouge Parish,70805.0
5064,Gas,Louisiana,St. James Parish,70052.0
5065,Gas,Louisiana,Lincoln Parish,71272.0
5066,Hydro,Idaho,Twin Falls County,
5067,Oil,Virginia,Alleghany County,24426.0
5068,Solar,Massachusetts,Middlesex County,1284.0
5069,Hydro,Washington,Skagit County,98237.0
5070,Hydro,New York,Lewis County,13620.0
5071,Solar,New Jersey,Cape May County,8210.0
5072,Hydro,Washington,Garfield County,
5073,Hydro,Idaho,Gooding County,
5074,Hydro,Vermont,Addison County,5753.0
5075,Hydro,Colorado,Mesa County,81624.0
5076,Hydro,Washington,Franklin County,
5077,Gas,Pennsylvania,Northampton County,
5078,Hydro,Idaho,Bonneville County,83402.0
5079,Hydro,Idaho,Bonneville County,83402.0
5080,Hydro,Idaho,Gooding County,83332.0
5081,Hydro,New York,Clinton County,12901.0
5082,Wind,Washington,Garfield County,
5083,Hydro,California,Tulare County,93265.0
5084,Hydro,New Hampshire,Sullivan County,3743.0
5085,Gas,Illinois,Cook County,60153.0
5086,Hydro,Idaho,Ada County,
5087,Wind,Minnesota,Pipestone County,
5088,Hydro,Michigan,Mason County,49431.0
5089,Solar,Massachusetts,Hampden County,1056.0
5090,Solar,Massachusetts,Hampden County,1056.0
5091,Solar,Arizona,Maricopa County,85340.0
5092,Waste,North Carolina,Robeson County,28359.0
5093,Gas,New Mexico,Luna County,88031.0
5094,Wind,Iowa,Webster County,50501.0
5095,Hydro,California,CAL Fire San Bernardino Unit,
5096,Solar,Nevada,Mineral County,
5097,Hydro,Virginia,Page County,22835.0
5098,Wind,Iowa,Winneshiek County,52101.0
5099,Oil,Minnesota,Rock County,56156.0
5100,Wind,North Dakota,Steele County,
5101,Solar,North Carolina,Cleveland County,28152.0
5102,Waste,Pennsylvania,Lycoming County,17752.0
5103,Oil,Nebraska,Burt County,68038.0
5104,Hydro,New York,Lewis County,13368.0
5105,Hydro,New York,Lewis County,13433.0
5106,Solar,Minnesota,Le Sueur County,56096.0
5107,Waste,Minnesota,Saint Louis County,55807.0
5108,Oil,Massachusetts,Suffolk County,2127.0
5109,Solar,Indiana,Marion County,46216.0
5110,Solar,Michigan,Leelanau County,49684.0
5111,Wind,Massachusetts,Barnstable County,2534.0
5112,Solar,Massachusetts,Worcester County,1564.0
5113,Waste,Georgia,Fulton County,30304.0
5114,Oil,Missouri,Boone County,65203.0
5115,Solar,North Carolina,Martin County,27892.0
5116,Gas,California,San Bernardino County,92278.0
5117,Solar,Ohio,Cuyahoga County,44106.0
5118,Biomass,Georgia,Dougherty County,31704.0
5119,Solar,South Carolina,Beaufort County,29902.0
5120,Solar,Massachusetts,Worcester County,1434.0
5121,Solar,Maryland,Talbot County,21601.0
5122,Gas,Illinois,Massac County,62953.0
5123,Gas,New York,,11373.0
5124,Storage,Washington,Snohomish County,98203.0
5125,Storage,Washington,Snohomish County,98201.0
5126,Solar,Pennsylvania,Bucks County,8554.0
5127,Solar,Vermont,Rutland County,5773.0
5128,Solar,North Carolina,Iredell County,28115.0
5129,Gas,Missouri,Audrain County,63352.0
5130,Waste,New York,Albany County,12288.0
5131,Waste,California,Los Angeles County,91340.0
5132,Waste,Virginia,Prince William County,22913.0
5133,Waste,California,San Diego County,92111.0
5134,Waste,Massachusetts,Bristol County,2780.0
5135,Waste,California,Tulare County,
5136,Waste,California,Los Angeles County,91792.0
5137,Waste,California,Yolo County,95618.0
5138,Gas,Wisconsin,Milwaukee County,53207.0
5139,Biomass,Wisconsin,Milwaukee County,53172.0
5140,Waste,Maine,Androscoggin County,4210.0
5141,Solar,Maryland,Montgomery County,20874.0
5142,Oil,Minnesota,Ramsey County,55155.0
5143,Waste,North Carolina,Durham County,27704.0
5144,Waste,North Carolina,Wayne County,28333.0
5145,Gas,Georgia,Walton County,30655.0
5146,Oil,Illinois,Cook County,60616.0
5147,Gas,Michigan,Sanilac County,48422.0
5148,Coal,Michigan,Huron County,48759.0
5149,Solar,Minnesota,Chisago County,55056.0
5150,Solar,Minnesota,Chisago County,55084.0
5151,Solar,Minnesota,Dakota County,55024.0
5152,Solar,Minnesota,Washington County,55071.0
5153,Solar,Minnesota,Rice County,55052.0
5154,Solar,Minnesota,Washington County,
5155,Solar,Minnesota,Scott County,
5156,Gas,Illinois,Cook County,60068.0
5157,Gas,Tennessee,Rutherford County,37130.0
5158,Gas,Missouri,Boone County,65203.0
5159,Solar,California,Los Angeles County,93535.0
5160,Oil,Hawaii,Maui County,
5161,Waste,New York,Suffolk County,11779.0
5162,Solar,New York,Wayne County,14502.0
5163,Solar,New Mexico,Luna County,
5164,Wind,New Mexico,Luna County,
5165,Wind,Iowa,Madison County,50155.0
5166,Solar,California,Los Angeles County,91342.0
5167,Hydro,New York,Franklin County,12953.0
5168,Oil,Missouri,Macon County,63552.0
5169,Gas,Missouri,Macon County,
5170,Solar,Missouri,Macon County,63552.0
5171,Solar,Maryland,Harford County,21085.0
5172,Solar,Arizona,Maricopa County,85338.0
5173,Gas,New Mexico,Lea County,
5174,Gas,Minnesota,Watonwan County,56062.0
5175,Solar,California,San Bernardino County,
5176,Solar,California,Madera County,
5177,Solar,California,Madera County,93638.0
5178,Gas,Ohio,Butler County,45067.0
5179,Solar,New York,Madison County,13032.0
5180,Hydro,Montana,Madison County,
5181,Oil,Nebraska,Madison County,68748.0
5182,Wind,New York,Madison County,13402.0
5183,Hydro,Idaho,Blaine County,83352.0
5184,Gas,Texas,Hidalgo County,78541.0
5185,Wind,Texas,Willacy County,78590.0
5186,Gas,Arkansas,Hot Spring County,
5187,Gas,Mississippi,Benton County,38603.0
5188,Gas,California,Los Angeles County,91502.0
5189,Solar,Montana,Golden Valley County,
5190,Waste,Ohio,Mahoning County,44443.0
5191,Hydro,Pennsylvania,Armstrong County,16222.0
5192,Oil,North Carolina,Catawba County,28650.0
5193,Oil,New York,,11219.0
5194,Hydro,Washington,Grant County,99115.0
5195,Oil,Michigan,Huron County,48759.0
5196,Solar,Vermont,Rutland County,5702.0
5197,Gas,Maine,Penobscot County,4401.0
5198,Wind,Idaho,Elmore County,
5199,Wind,Texas,Carson County,
5200,Wind,Texas,Carson County,
5201,Coal,Texas,Robertson County,
5202,Gas,California,Fresno County,93725.0
5203,Gas,California,Los Angeles County,90058.0
5204,Oil,Missouri,Dunklin County,63863.0
5205,Solar,California,Santa Clara County,95151.0
5206,Solar,Minnesota,Pope County,56381.0
5207,Solar,New York,Franklin County,12953.0
5208,Geothermal,California,Mono County,93546.0
5209,Geothermal,California,Mono County,93546.0
5210,Wind,Oklahoma,Dewey County,73658.0
5211,Hydro,California,Madera County,
5212,Solar,New Jersey,Monmouth County,7726.0
5213,Oil,Florida,Manatee County,
5214,Waste,Florida,Manatee County,34212.0
5215,Solar,Florida,Manatee County,
5216,Solar,Connecticut,Capitol Region COG,6040.0
5217,Solar,Connecticut,Capitol Region COG,6040.0
5218,Gas,Rhode Island,Providence County,2903.0
5219,Gas,Colorado,Morgan County,
5220,Gas,Oklahoma,Greer County,73554.0
5221,Solar,New Jersey,Burlington County,8022.0
5222,Oil,Michigan,Schoolcraft County,49854.0
5223,Hydro,Colorado,El Paso County,80829.0
5224,Petcoke,Wisconsin,Manitowoc County,54220.0
5225,Gas,Minnesota,Blue Earth County,56001.0
5226,Oil,Iowa,Carroll County,51455.0
5227,Solar,North Carolina,Alamance County,27244.0
5228,Biomass,Louisiana,De Soto Parish,
5229,Solar,California,San Joaquin County,95336.0
5230,Hydro,Utah,Sanpete County,84642.0
5231,Hydro,Utah,Sanpete County,84642.0
5232,Solar,North Carolina,Bladen County,28441.0
5233,Wind,California,,
5234,Solar,New Mexico,Valencia County,
5235,Oil,Minnesota,Wright County,55358.0
5236,Wind,New York,Lewis County,13367.0
5237,Solar,New Jersey,Cumberland County,8361.0
5238,Solar,Minnesota,Blue Earth County,56065.0
5239,Gas,Iowa,Jackson County,52060.0
5240,Oil,Iowa,Jackson County,52060.0
5241,Oil,Wisconsin,Marathon County,54401.0
5242,Oil,Florida,Monroe County,33050.0
5243,Hydro,Texas,Burnet County,78654.0
5244,Wind,New York,Clinton County,12923.0
5245,Oil,Guam,,96929.0
5246,Oil,Missouri,Linn County,64658.0
5247,Gas,Washington,Skagit County,
5248,Hydro,Idaho,Jerome County,
5249,Gas,Pennsylvania,Delaware County,19061.0
5250,Storage,Illinois,McHenry County,60152.0
5251,Wind,Washington,Columbia County,
5252,Wind,Texas,Parmer County,79035.0
5253,Solar,California,Solano County,95688.0
5254,Solar,California,CAL Fire Kern County,
5255,Solar,Oklahoma,Love County,73448.0
5256,Solar,California,Contra Costa County,94801.0
5257,Waste,California,Monterey County,93933.0
5258,Solar,Georgia,Dougherty County,31705.0
5259,Coal,Illinois,Williamson County,62959.0
5260,Solar,Indiana,Marion County,46268.0
5261,Gas,California,Alameda County,
5262,Solar,North Carolina,Gaston County,28164.0
5263,Solar,North Carolina,Rockingham County,27326.0
5264,Hydro,Oklahoma,Mayes County,74532.0
5265,Hydro,Indiana,Switzerland County,47020.0
5266,Biomass,South Carolina,Chesterfield County,
5267,Solar,Pennsylvania,Chester County,19390.0
5268,Solar,Texas,Falls County,76661.0
5269,Solar,Minnesota,Sherburne County,56304.0
5270,Hydro,West Virginia,Kanawha County,25315.0
5271,Gas,Michigan,Marquette County,49855.0
5272,Wind,Maine,Aroostook County,
5273,Gas,Illinois,Cook County,60707.0
5274,Solar,Texas,Webb County,78344.0
5275,Gas,New Jersey,Warren County,7840.0
5276,Wind,New York,Steuben County,14855.0
5277,Gas,California,Contra Costa County,94531.0
5278,Gas,Virginia,Fauquier County,
5279,Hydro,Idaho,Bannock County,
5280,Oil,Alaska,Kusilvak Census Area,99585.0
5281,Oil,Illinois,Clark County,62441.0
5282,Gas,Michigan,Calhoun County,49068.0
5283,Oil,Minnesota,Lyon County,56258.0
5284,Gas,Missouri,Saline County,65340.0
5285,Coal,North Carolina,Catawba County,28682.0
5286,Hydro,North Carolina,Buncombe County,25753.0
5287,Gas,Kentucky,Marshall County,42029.0
5288,Hydro,Texas,Travis County,78732.0
5289,Solar,Minnesota,Lyon County,56258.0
5290,Solar,Missouri,Saline County,65340.0
5291,Wind,Minnesota,Lyon County,56175.0
5292,Wind,Minnesota,Lyon County,56175.0
5293,Wind,Minnesota,Lyon County,
5294,Wind,Minnesota,Lyon County,
5295,Wind,Minnesota,Lyon County,56258.0
5296,Wind,Minnesota,Lyon County,56175.0
5297,Wind,Kansas,Marshall County,66427.0
5298,Gas,Iowa,Marshall County,50158.0
5299,Gas,Iowa,Marshall County,50158.0
5300,Hydro,Vermont,Washington County,5658.0
5301,Solar,Massachusetts,Plymouth County,2050.0
5302,Gas,Wisconsin,Wood County,54449.0
5303,Solar,North Carolina,Union County,28103.0
5304,Gas,Florida,Martin County,
5305,Solar,North Carolina,Vance County,27536.0
5306,Hydro,Alabama,Tallapoosa County,
5307,Coal,Colorado,El Paso County,80905.0
5308,Coal,Texas,Rusk County,
5309,Solar,Pennsylvania,Lancaster County,17557.0
5310,Solar,Virginia,Goochland County,23084.0
5311,Gas,California,Contra Costa County,94553.0
5312,Cogeneration,California,Contra Costa County,94553.0
5313,Solar,North Carolina,Cherokee County,28906.0
5314,Hydro,Virginia,Henry County,24112.0
5315,Waste,Virginia,Henry County,24112.0
5316,Solar,Maryland,Washington County,21713.0
5317,Hydro,Colorado,Larimer County,80517.0
5318,Hydro,New Hampshire,Grafton County,3784.0
5319,Solar,Massachusetts,Barnstable County,2649.0
5320,Gas,Massachusetts,Middlesex County,2139.0
5321,Solar,Massachusetts,Worcester County,1611.0
5322,Solar,Massachusetts,Worcester County,1010.0
5323,Solar,Massachusetts,Worcester County,1611.0
5324,Gas,New York,Saint Lawrence County,13662.0
5325,Solar,Pennsylvania,Schuylkill County,17968.0
5326,Gas,Massachusetts,Hampden County,1151.0
5327,Solar,New Jersey,Middlesex County,7077.0
5328,Solar,New Jersey,Middlesex County,8810.0
5329,Solar,New York,Montgomery County,12010.0
5330,Gas,California,Santa Clara County,95134.0
5331,Solar,North Carolina,Robeson County,28364.0
5332,Gas,Puerto Rico,,682.0
5333,Solar,North Carolina,Surry County,27030.0
5334,Hydro,Washington,Lewis County,98582.0
5335,Solar,Massachusetts,Middlesex County,1754.0
5336,Coal,North Carolina,Person County,
5337,Solar,Indiana,Marion County,46241.0
5338,Wind,Texas,Dickens County,79243.0
5339,Solar,North Carolina,Robeson County,28383.0
5340,Gas,Missouri,Greene County,65757.0
5341,Gas,Oklahoma,McClain County,73065.0
5342,Gas,Arkansas,Ouachita County,71701.0
5343,Gas,California,Sacramento County,95652.0
5344,Solar,Georgia,Terrell County,39842.0
5345,Oil,California,Stanislaus County,95354.0
5346,Hydro,Michigan,Marquette County,
5347,Oil,Nebraska,Red Willow County,69001.0
5348,Solar,Maryland,Harford County,21017.0
5349,Solar,California,Riverside County,
5350,Solar,New Jersey,Warren County,7831.0
5351,Solar,Indiana,Vigo County,47863.0
5352,Wind,Wyoming,Albany County,
5353,Geothermal,Nevada,Lander County,
5354,Geothermal,Nevada,Lander County,
5355,Solar,North Carolina,Robeson County,28357.0
5356,Oil,Alaska,Unorganized Borough,99627.0
5357,Gas,California,Ventura County,93035.0
5358,Solar,New Jersey,Mercer County,8520.0
5359,Oil,Iowa,Clayton County,52157.0
5360,Solar,North Carolina,Sampson County,28328.0
5361,Nuclear,North Carolina,Mecklenburg County,28165.0
5362,Storage,Illinois,McHenry County,60050.0
5363,Gas,Georgia,Effingham County,
5364,Gas,Alabama,Washington County,36553.0
5365,Gas,Georgia,Effingham County,
5366,Waste,Florida,Hillsborough County,33602.0
5367,Solar,New Jersey,Atlantic County,8234.0
5368,Gas,Delaware,Kent County,19904.0
5369,Solar,North Carolina,Columbus County,28472.0
5370,Waste,Washington,Clallam County,
5371,Wind,Michigan,Huron County,48755.0
5372,Gas,California,Kern County,93251.0
5373,Gas,California,Kern County,93251.0
5374,Oil,Illinois,Hamilton County,62859.0
5375,Solar,Minnesota,McLeod County,55385.0
5376,Oil,Georgia,Glynn County,31523.0
5377,Gas,South Carolina,Lexington County,29212.0
5378,Oil,Tennessee,Warren County,37110.0
5379,Hydro,Washington,Benton County,97882.0
5380,Hydro,Washington,Benton County,97882.0
5381,Hydro,Colorado,Montezuma County,
5382,Gas,Kansas,McPherson County,67460.0
5383,Gas,Kansas,McPherson County,67460.0
5384,Hydro,California,Mariposa County,
5385,Gas,Alabama,Covington County,36038.0
5386,Hydro,Vermont,Caledonia County,5050.0
5387,Biomass,Alabama,Russell County,36871.0
5388,Gas,Maine,Oxford County,4276.0
5389,Gas,Kansas,Meade County,67864.0
5390,Wind,Idaho,Bonneville County,
5391,Solar,New Mexico,Valencia County,
5392,Wind,Indiana,White County,
5393,Wind,Indiana,White County,
5394,Wind,Indiana,White County,47995.0
5395,Wind,Indiana,White County,
5396,Wind,Indiana,White County,47995.0
5397,Wind,Indiana,Benton County,47977.0
5398,Wind,Iowa,Adair County,50846.0
5399,Solar,Massachusetts,Suffolk County,2136.0
5400,Solar,North Carolina,Rowan County,28041.0
5401,Solar,North Carolina,Martin County,27892.0
5402,Hydro,Maine,Androscoggin County,4256.0
5403,Hydro,New York,Saratoga County,12118.0
5404,Solar,Wisconsin,Taylor County,54451.0
5405,Waste,Oregon,Jackson County,97502.0
5406,Solar,New Jersey,Burlington County,8055.0
5407,Gas,Massachusetts,Suffolk County,2120.0
5408,Wind,Wyoming,Carbon County,
5409,Solar,California,San Joaquin County,95391.0
5410,Hydro,Maine,Penobscot County,4460.0
5411,Solar,Minnesota,Meeker County,55325.0
5412,Solar,North Carolina,Martin County,27871.0
5413,Wind,Pennsylvania,Wyoming County,18636.0
5414,Hydro,Kentucky,Bracken County,45156.0
5415,Solar,North Carolina,Vance County,
5416,Oil,Minnesota,Stearns County,56352.0
5417,Oil,Minnesota,Stearns County,56352.0
